,fpr,tpr,thresholds
456,0.03391472868217054,1.0,12.0
457,0.045155038759689924,1.0,11.0
458,0.055232558139534885,1.0,10.0
459,0.0693798449612403,1.0,9.0
460,0.08430232558139535,1.0,8.0
461,0.10174418604651163,1.0,7.0
462,0.11802325581395348,1.0,6.0
463,0.14166666666666666,1.0,5.0
464,0.16375968992248063,1.0,4.0
465,0.18953488372093022,1.0,3.0
466,0.21550387596899226,1.0,2.0
467,0.24612403100775193,1.0,1.0
468,0.27693798449612406,1.0,0.0
469,0.3133720930232558,1.0,-1.0
470,0.3478682170542636,1.0,-2.0
471,0.39127906976744187,1.0,-3.0
472,0.4387596899224806,1.0,-4.0
473,0.48914728682170544,1.0,-5.0
474,0.5416666666666666,1.0,-6.0
475,0.5804263565891473,1.0,-7.0
476,0.6085271317829457,1.0,-8.0
477,0.6381782945736434,1.0,-9.0
478,0.671124031007752,1.0,-10.0
479,0.7096899224806201,1.0,-11.0
480,0.7594961240310077,1.0,-12.0
481,0.7994186046511628,1.0,-13.0
482,0.8385658914728682,1.0,-14.0
483,0.8693798449612403,1.0,-15.0
484,0.8937984496124031,1.0,-16.0
485,0.9114341085271318,1.0,-17.0
486,0.9232558139534883,1.0,-18.0
487,0.9319767441860465,1.0,-19.0
488,0.9445736434108527,1.0,-20.0
489,0.9594961240310077,1.0,-21.0
490,0.9730620155038759,1.0,-22.0
491,0.9848837209302326,1.0,-23.0
492,0.9953488372093023,1.0,-24.0
493,0.9992248062015504,1.0,-25.0
494,1.0,1.0,-26.0
